time_stamp	px_state	py_state	v_state	yaw_angle_state	yaw_rate_state	sensor_type	NIS	px_measured	py_measured	px_ground_truth	py_ground_truth	vx_ground_truth	vy_ground_truth
1477010453064726	7.26598	-6.7343	-2.72284	-2.59965	-0.354525	radar	9.02715	7.29976	-6.68807	7.25	-6.65	1.8202	1.8202
1477010453119666	7.38953	-6.6399	-2.72935	-2.60849	-0.344737	lidar	0.405823	7.35505	-6.56058	7.35	-6.55	1.82018	1.82018
1477010453169672	7.53635	-6.59733	-2.75599	-2.67082	-0.413246	radar	4.43193	7.53544	-6.5372	7.5	-6.5	2.99964	0.999884
1477010453219678	7.65991	-6.52233	-2.76462	-2.68457	-0.406695	lidar	0.186475	7.65664	-6.46417	7.65	-6.45	2.99964	0.999884
1477010453274711	7.77898	-6.43901	-2.74918	-2.68201	-0.37147	radar	1.25228	7.67559	-6.34628	7.75	-6.4	1.81709	0.908549
1477010453329744	7.90568	-6.37106	-2.74135	-2.69907	-0.368876	lidar	0.159109	7.85193	-6.35845	7.85	-6.35	1.81709	0.908545
1477010453384703	8.02956	-6.29509	-2.72806	-2.69908	-0.33874	radar	0.882104	8.03231	-6.28406	8	-6.25	2.72931	1.81954
1477010453439663	8.16215	-6.21502	-2.73452	-2.70786	-0.329601	lidar	0.295994	8.13749	-6.14586	8.15	-6.15	2.72928	1.81952
1477010453489669	8.25078	-6.11903	-2.69831	-2.6664	-0.244941	radar	6.96664	8.21488	-6.01843	8.25	-6.05	1.99977	1.99976
1477010453539675	8.36705	-6.036	-2.70676	-2.66595	-0.233189	lidar	0.489138	8.33626	-5.94674	8.35	-5.95	1.99977	1.99976
1477010453594661	8.51554	-5.98126	-2.72601	-2.70329	-0.271098	radar	1.69867	8.50318	-5.89335	8.5	-5.9	2.72796	0.909326
1477010453649647	8.65321	-5.90715	-2.734	-2.71227	-0.26545	lidar	0.110779	8.65894	-5.86309	8.65	-5.85	2.72796	0.909321
1477010453704660	8.75458	-5.80552	-2.69488	-2.66722	-0.178046	radar	7.72831	8.77185	-5.74314	8.75	-5.75	1.81776	1.81775
1477010453759674	8.88281	-5.71863	-2.70199	-2.66527	-0.167175	lidar	0.363529	8.85444	-5.64273	8.85	-5.65	1.81774	1.81773
1477010453809760	8.97839	-5.62704	-2.67626	-2.62879	-0.101143	radar	4.38937	9.02394	-5.6024	8.95	-5.55	1.99657	1.99656
1477010453859847	9.08978	-5.53954	-2.68322	-2.62053	-0.0889546	lidar	0.486956	9.05088	-5.45385	9.05	-5.45	1.99654	1.99655
1477010453914847	9.22995	-5.47808	-2.701	-2.65172	-0.131665	radar	3.10076	9.04088	-5.29691	9.2	-5.4	2.72728	0.909094
1477010453969847	9.35905	-5.39136	-2.70875	-2.64894	-0.122458	lidar	0.252802	9.34223	-5.32623	9.35	-5.35	2.72727	0.90909
1477010454024848	9.4529	-5.28154	-2.67134	-2.59614	-0.0367532	radar	7.27224	9.39579	-5.21659	9.45	-5.25	1.81816	1.81815
1477010454079850	9.57522	-5.18981	-2.67729	-2.58876	-0.0281668	lidar	0.214183	9.55303	-5.13194	9.55	-5.15	1.81813	1.81813
1477010454134784	9.67702	-5.08803	-2.65347	-2.54923	0.0330483	radar	3.96862	9.75019	-5.14652	9.65	-5.05	1.82036	1.82036
1477010454189718	9.79238	-4.99049	-2.65804	-2.53729	0.0422203	lidar	0.256484	9.7586	-4.93134	9.75	-4.95	1.82036	1.82037
1477010454244791	9.8882	-4.8795	-2.63779	-2.49223	0.104239	radar	3.59535	9.9198	-4.86941	9.85	-4.85	1.81578	1.81577
1477010454299865	9.99671	-4.78121	-2.63792	-2.4792	0.110786	lidar	0.164177	9.95641	-4.74358	9.95	-4.75	1.81575	1.81575
1477010454354798	10.0798	-4.6571	-2.61852	-2.42326	0.180596	radar	4.17355	10.0029	-4.54771	10.05	-4.6	1.82039	2.7306
1477010454409731	10.1811	-4.53809	-2.62852	-2.39888	0.193446	lidar	0.504029	10.1428	-4.45119	10.15	-4.45	1.8204	2.7306
1477010454464746	10.2665	-4.41404	-2.621	-2.35419	0.239682	radar	1.7976	10.1981	-4.26556	10.25	-4.3	1.81769	2.72652
1477010454519762	10.367	-4.27956	-2.64291	-2.32466	0.253847	lidar	0.763769	10.3644	-4.16342	10.35	-4.15	1.81768	2.7265
1477010454574770	10.4858	-4.18582	-2.65592	-2.33682	0.216198	radar	1.30712	10.5985	-4.12247	10.45	-4.05	1.81792	1.81792
1477010454629779	10.5794	-4.05136	-2.67139	-2.30851	0.230366	lidar	0.70951	10.5415	-3.9454	10.55	-3.95	1.8179	1.8179
1477010454684753	10.6766	-3.93681	-2.67448	-2.29175	0.235292	radar	0.0857324	10.7092	-3.85166	10.65	-3.85	1.81903	1.81904
1477010454739728	10.7709	-3.80979	-2.68547	-2.27054	0.242312	lidar	0.206092	10.7616	-3.75002	10.75	-3.75	1.81902	1.81903
1477010454794687	10.8236	-3.6625	-2.66887	-2.19649	0.328868	radar	5.92485	10.795	-3.60617	10.8	-3.6	0.909773	2.72931
1477010454849647	10.8994	-3.52565	-2.67628	-2.16722	0.338525	lidar	0.346752	10.8527	-3.46164	10.85	-3.45	0.909764	2.72928
1477010454899659	10.9992	-3.42983	-2.68733	-2.18825	0.281555	radar	2.97133	10.9584	-3.30584	10.95	-3.3	1.99953	2.99928
1477010454949672	11.0706	-3.28635	-2.71195	-2.15773	0.295121	lidar	0.984021	11.0447	-3.1561	11.05	-3.15	1.9995	2.99925
1477010455004755	11.1164	-3.1318	-2.70608	-2.08906	0.369314	radar	4.39442	11.1178	-2.98807	11.1	-3	0.907725	2.72317
1477010455059839	11.1809	-2.9738	-2.72566	-2.05418	0.38139	lidar	0.732174	11.1427	-2.86566	11.15	-2.85	0.907708	2.72314
1477010455114849	11.231	-2.82474	-2.72699	-2.00937	0.413279	radar	0.908023	11.1491	-2.68183	11.2	-2.7	0.908929	2.72678
1477010455169859	11.2858	-2.66091	-2.74812	-1.97326	0.424144	lidar	0.708006	11.2525	-2.55311	11.25	-2.55	0.908929	2.72678
1477010455224848	11.2335	-2.45613	-2.74128	-1.80474	0.632482	radar	31.8651	11.1188	-2.36202	11.2	-2.4	-0.909276	2.72782
1477010455279837	11.2487	-2.2978	-2.74289	-1.75816	0.642716	lidar	0.520967	11.1594	-2.25598	11.15	-2.25	-0.909276	2.72782
1477010455334808	11.3477	-2.19194	-2.72304	-1.82791	0.487471	radar	18.61	11.2029	-2.09837	11.25	-2.1	1.81915	2.72871
1477010455389780	11.3781	-2.02962	-2.73804	-1.79365	0.493009	lidar	0.31934	11.3525	-1.95787	11.35	-1.95	1.81913	2.72869
1477010455444718	11.3851	-1.87134	-2.74065	-1.73822	0.532533	radar	1.20188	11.3011	-1.79507	11.35	-1.8	0	2.73035
1477010455499657	11.3955	-1.71235	-2.74644	-1.70011	0.539854	lidar	0.307962	11.3326	-1.67041	11.35	-1.65	0	2.73033
1477010455549699	11.3375	-1.55014	-2.75513	-1.58943	0.657839	radar	10.7641	11.0622	-1.44342	11.3	-1.5	-0.999165	2.99748
1477010455599742	11.3251	-1.40212	-2.76206	-1.54789	0.664791	lidar	0.334337	11.2595	-1.35818	11.25	-1.35	-0.999155	2.99745
1477010455654698	11.2769	-1.23881	-2.77334	-1.46281	0.734508	radar	3.75027	11.1658	-1.23674	11.2	-1.25	-0.909822	1.81964
1477010455709654	11.2407	-1.10032	-2.75531	-1.41472	0.74257	lidar	0.591797	11.1524	-1.15803	11.15	-1.15	-0.909822	1.81964
1477010455759700	11.1206	-0.943004	-2.79366	-1.2681	0.899736	radar	20.0826	10.8534	-0.929069	11.05	-0.95	-1.99817	3.99632
1477010455809746	11.0574	-0.796406	-2.80742	-1.21195	0.908091	lidar	0.763898	10.9584	-0.728742	10.95	-0.75	-1.99816	3.99632
1477010455864779	11.0065	-0.656568	-2.79652	-1.17431	0.887798	radar	0.730954	10.8608	-0.663121	10.9	-0.649999	-0.908549	1.8171
1477010455919813	10.9308	-0.523191	-2.7886	-1.11785	0.895289	lidar	0.280238	10.8648	-0.553034	10.85	-0.549999	-0.908532	1.81708
1477010455974837	10.8313	-0.386795	-2.80927	-1.03393	0.946466	radar	2.47581	10.8451	-0.437482	10.75	-0.45	-1.8174	1.81738
1477010456029861	10.7328	-0.273439	-2.79192	-0.970552	0.958421	lidar	0.630945	10.6542	-0.347474	10.65	-0.35	-1.8174	1.81738
1477010456084847	10.567	-0.152735	-2.85784	-0.831767	1.08348	radar	16.0515	10.5062	-0.245062	10.5	-0.25	-2.72796	1.81864
1477010456139833	10.438	-0.0619056	-2.83918	-0.756473	1.09981	lidar	0.917446	10.3438	-0.150982	10.35	-0.15	-2.72796	1.81864
1477010456194789	10.3441	0.0364088	-2.8089	-0.716318	1.07208	radar	1.44152	10.4884	-0.0812124	10.25	-0.0999996	-1.81964	0.909826
1477010456249746	10.21	0.0982887	-2.77802	-0.638443	1.09342	lidar	1.36627	10.1537	-0.0482457	10.15	-0.0499992	-1.81963	0.909818
1477010456304681	10.0627	0.174333	-2.79533	-0.554939	1.12463	radar	1.5525	9.92588	0.00395802	10	9.49949e-07	-2.73049	0.910169
1477010456359617	9.91353	0.206597	-2.7621	-0.467409	1.15297	lidar	1.82969	9.85676	0.0351738	9.85	0.0500011	-2.73047	0.910161
1477010456414675	9.7607	0.257648	-2.77195	-0.386939	1.17423	radar	1.07453	9.63973	0.0585714	9.7	0.0500011	-2.72439	0
1477010456469734	9.60022	0.251739	-2.73477	-0.285968	1.21367	lidar	2.76977	9.54669	0.0374948	9.55	0.0500011	-2.72438	0
1477010456524725	9.44399	0.277852	-2.74225	-0.20697	1.22777	radar	0.70278	9.32242	0.112393	9.4	0.100001	-2.72773	0.90923
1477010456579717	9.28469	0.269536	-2.72763	-0.115773	1.25263	lidar	0.866214	9.24446	0.153574	9.25	0.15	-2.7277	0.909222
1477010456634732	9.13242	0.275028	-2.72556	-0.0418109	1.2576	radar	0.140087	9.0614	0.20077	9.1	0.2	-2.72652	0.908843
1477010456689747	8.97769	0.271722	-2.72809	0.0317564	1.26151	lidar	0.0554526	8.94752	0.260272	8.95	0.25	-2.72653	0.908843
1477010456744738	8.85509	0.235799	-2.63705	0.111645	1.27197	radar	7.51287	8.90199	0.247143	8.85	0.25	-1.81847	0
1477010456799730	8.71918	0.22702	-2.63383	0.171523	1.26246	lidar	0.167799	8.76016	0.263752	8.75	0.25	-1.81846	0
1477010456854787	8.545	0.242965	-2.74009	0.207388	1.223	radar	11.0872	8.46355	0.258809	8.55	0.25	-3.6326	0
1477010456909844	8.39349	0.21747	-2.74719	0.267781	1.21503	lidar	0.151203	8.35367	0.252596	8.35	0.25	-3.6326	0
1477010456964821	8.24135	0.181892	-2.75961	0.327876	1.2068	radar	0.525146	8.05161	0.241868	8.2	0.25	-2.72841	0
1477010457019798	8.09431	0.157029	-2.76402	0.373301	1.18512	lidar	0.564112	8.05411	0.247878	8.05	0.25	-2.72842	0
1477010457074802	7.9476	0.111216	-2.77258	0.427256	1.17258	radar	0.516982	7.78653	0.205765	7.9	0.2	-2.72708	-0.909025
1477010457129807	7.80217	0.0677691	-2.77696	0.473721	1.15385	lidar	0.517513	7.74339	0.144028	7.75	0.15	-2.72705	-0.909016
1477010457184718	7.66046	0.0243069	-2.79228	0.50804	1.11989	radar	1.40652	7.77346	0.0969346	7.6	0.100001	-2.73169	-0.910554
1477010457239629	7.51846	-0.0306841	-2.79468	0.551532	1.10154	lidar	0.55332	7.45362	0.0452052	7.45	0.0500011	-2.73169	-0.910554
1477010457289664	7.36229	-0.0442708	-2.8392	0.539571	1.01886	radar	6.9874	7.15329	0.0425189	7.3	0.0500011	-2.99789	0
1477010457339699	7.23114	-0.0870121	-2.83447	0.566	0.994849	lidar	0.987477	7.16618	0.0287673	7.15	0.0500011	-2.9979	0
1477010457394701	7.12449	-0.186547	-2.80018	0.644912	1.03036	radar	2.88631	7.17215	-0.0469302	7.05	-0.0499995	-1.81811	-1.81813
1477010457449704	6.99604	-0.253108	-2.79082	0.680644	1.01035	lidar	0.723792	6.95426	-0.147757	6.95	-0.15	-1.8181	-1.81811
1477010457504756	6.88463	-0.350822	-2.7796	0.740767	1.01965	radar	0.543243	6.83008	-0.250179	6.85	-0.25	-1.81646	-1.81646
1477010457559809	6.77204	-0.434213	-2.76641	0.782172	1.00627	lidar	0.445239	6.76395	-0.345347	6.75	-0.35	-1.81645	-1.81645
1477010457614784	6.67714	-0.54348	-2.75354	0.844775	1.01884	radar	0.48658	6.74798	-0.457727	6.65	-0.45	-1.81901	-1.819
1477010457669760	6.57404	-0.641035	-2.74437	0.888508	1.0077	lidar	0.35559	6.54569	-0.565853	6.55	-0.549999	-1.81899	-1.81898
1477010457724718	6.52399	-0.807456	-2.73545	1.01116	1.10021	radar	6.36939	6.565	-0.754748	6.5	-0.749999	-0.909789	-3.63914
1477010457779677	6.44848	-0.937719	-2.7359	1.07205	1.10058	lidar	0.000577528	6.4494	-0.940848	6.45	-0.949999	-0.909781	-3.63911
1477010457829667	6.39671	-1.07442	-2.74157	1.14469	1.12339	radar	0.344958	6.44213	-1.11266	6.4	-1.1	-1.0002	-3.00061
1477010457879657	6.34425	-1.21029	-2.75055	1.2053	1.12662	lidar	0.138056	6.34405	-1.26138	6.35	-1.25	-1.0002	-3.00061
1477010457929639	6.29796	-1.3359	-2.74653	1.25567	1.1172	radar	0.208141	6.39474	-1.36501	6.3	-1.35	-1.00035	-2.00072
1477010457979621	6.25815	-1.46178	-2.74137	1.30904	1.11554	lidar	0.0560642	6.25356	-1.42931	6.25	-1.45	-1.00036	-2.00072
1477010458029740	6.25885	-1.62811	-2.76742	1.41813	1.19134	radar	4.48812	6.24787	-1.61119	6.25	-1.6	0	-2.99288
1477010458079860	6.24091	-1.7639	-2.76609	1.47687	1.19064	lidar	0.00728659	6.23547	-1.75335	6.25	-1.75	0	-2.99285
1477010458134821	6.27321	-1.94532	-2.79972	1.59963	1.27209	radar	5.52722	6.41111	-1.93027	6.3	-1.9	0.909739	-2.72921
1477010458189782	6.29363	-2.09248	-2.7884	1.67432	1.27801	lidar	0.238373	6.34873	-2.05372	6.35	-2.05	0.909735	-2.72921
1477010458244771	6.3055	-2.22576	-2.75261	1.72093	1.24108	radar	2.5506	6.53066	-2.26346	6.35	-2.2	0	-2.72782
1477010458299761	6.3395	-2.36937	-2.74514	1.79254	1.24531	lidar	0.0953544	6.36917	-2.33894	6.35	-2.35	0	-2.72779
1477010458354753	6.35293	-2.50347	-2.71592	1.83149	1.20314	radar	2.07443	6.27034	-2.51837	6.35	-2.55	0	-3.63689
1477010458409745	6.38548	-2.65868	-2.73199	1.89085	1.19429	lidar	0.394014	6.34287	-2.73391	6.35	-2.75	0	-3.63689
1477010458464759	6.44223	-2.81179	-2.75468	1.96364	1.20437	radar	0.552293	6.45883	-2.92313	6.4	-2.9	0.908854	-2.72658
1477010458519773	6.4903	-2.96662	-2.77445	2.01897	1.19101	lidar	0.633483	6.43866	-3.06257	6.45	-3.05	0.908859	-2.72658
1477010458574787	6.54539	-3.10445	-2.76442	2.06899	1.16952	radar	0.754509	6.49154	-3.20004	6.5	-3.2	0.908863	-2.72658
1477010458629802	6.60307	-3.25353	-2.78213	2.1179	1.15215	lidar	0.678201	6.53579	-3.34211	6.55	-3.35	0.908855	-2.72655
1477010458684825	6.67034	-3.3834	-2.76087	2.16336	1.12603	radar	1.61981	6.70146	-3.53446	6.6	-3.5	0.908714	-2.72613
1477010458739849	6.73291	-3.53127	-2.78063	2.20278	1.10148	lidar	1.07	6.64657	-3.63945	6.65	-3.65	0.908702	-2.72611
1477010458794820	6.80559	-3.66009	-2.76722	2.2434	1.07601	radar	1.38405	6.70956	-3.81739	6.7	-3.8	0.909565	-2.72871
1477010458849792	6.8662	-3.81379	-2.79152	2.2678	1.03893	lidar	2.05735	6.74885	-3.96368	6.75	-3.95	0.909561	-2.72869
1477010458904824	6.93406	-3.93406	-2.75356	2.29618	1.00269	radar	3.3929	6.73758	-4.06653	6.8	-4.1	0.908566	-2.72568
1477010458959856	6.99302	-4.09021	-2.77638	2.30849	0.957897	lidar	2.61364	6.85796	-4.25464	6.85	-4.25	0.908561	-2.72569
1477010459014855	7.10103	-4.22676	-2.82337	2.35623	0.955784	radar	2.3516	7.10395	-4.49091	6.95	-4.4	1.81821	-2.72732
1477010459069854	7.16954	-4.38408	-2.8447	2.36344	0.90876	lidar	2.63016	7.04679	-4.55716	7.05	-4.55	1.81822	-2.72732
1477010459124748	7.2527	-4.50085	-2.81458	2.38901	0.880841	radar	2.45483	7.02393	-4.64459	7.1	-4.7	0.91085	-2.73253
1477010459179643	7.30855	-4.66641	-2.83094	2.37808	0.820623	lidar	3.91536	7.13435	-4.85502	7.15	-4.85	0.910837	-2.73251
1477010459229626	7.37921	-4.76856	-2.78027	2.39348	0.789387	radar	4.60107	7.24619	-4.97656	7.2	-4.95	1.00033	-2.00068
1477010459279610	7.42888	-4.9112	-2.78498	2.38217	0.7387	lidar	2.90205	7.25317	-5.04605	7.25	-5.05	1.00033	-2.00066
1477010459329670	7.53166	-5.03162	-2.84338	2.4121	0.737242	radar	5.83279	7.22054	-5.09604	7.35	-5.2	1.9976	-2.9964
1477010459379730	7.58826	-5.18156	-2.85205	2.39619	0.684155	lidar	3.03388	7.43604	-5.34825	7.45	-5.35	1.9976	-2.9964
1477010459434781	7.6589	-5.28107	-2.76303	2.40693	0.651283	radar	10.1325	7.40989	-5.38617	7.5	-5.45	0.908252	-1.8165
1477010459489833	7.72079	-5.43345	-2.7642	2.3915	0.600289	lidar	2.68833	7.55662	-5.56714	7.55	-5.55	0.908244	-1.81648
1477010459544843	7.81682	-5.54932	-2.77569	2.41105	0.588883	radar	2.72904	7.39379	-5.52612	7.65	-5.7	1.81785	-2.72677
1477010459599853	7.88736	-5.70142	-2.78061	2.3961	0.541808	lidar	2.12545	7.76459	-5.8425	7.75	-5.85	1.81785	-2.72677
1477010459654854	7.95884	-5.80066	-2.69281	2.40168	0.512588	radar	10.3641	7.84699	-6.00602	7.8	-5.95	0.909078	-1.81815
1477010459709855	8.0192	-5.94461	-2.68778	2.38317	0.46678	lidar	2.14699	7.85921	-6.04502	7.85	-6.05	0.909073	-1.81815
1477010459764809	8.1231	-6.06055	-2.71309	2.40043	0.460214	radar	1.64434	7.89511	-6.1416	7.95	-6.2	1.8197	-2.72955
1477010459819764	8.18594	-6.21558	-2.71623	2.37464	0.410083	lidar	2.3185	8.05619	-6.36041	8.05	-6.35	1.81969	-2.72953
1477010459874748	8.2981	-6.33756	-2.75252	2.39074	0.405424	radar	1.7423	8.2234	-6.53735	8.15	-6.5	1.8187	-2.72807
1477010459929733	8.36459	-6.49627	-2.75857	2.36287	0.356297	lidar	2.17474	8.25446	-6.64851	8.25	-6.65	1.81869	-2.72804
1477010459984740	8.43667	-6.59994	-2.6848	2.36149	0.331641	radar	7.0825	8.32206	-6.77114	8.3	-6.75	0.908979	-1.81795
1477010460039747	8.48794	-6.74906	-2.67688	2.33049	0.283793	lidar	2.26112	8.31728	-6.8399	8.35	-6.85	0.908979	-1.81795
1477010460094746	8.56788	-6.86061	-2.65618	2.33165	0.268855	radar	1.22419	8.2713	-6.91098	8.4	-7	0.909094	-2.72732
1477010460149745	8.61004	-7.02327	-2.65416	2.28893	0.213149	lidar	2.79101	8.44183	-7.15372	8.45	-7.15	0.909102	-2.72732
1477010460204765	8.71469	-7.1477	-2.69866	2.3008	0.216899	radar	2.87985	8.54154	-7.25975	8.55	-7.3	1.81751	-2.72628
1477010460259785	8.76708	-7.31536	-2.70742	2.26092	0.166897	lidar	2.20425	8.65899	-7.4699	8.65	-7.45	1.81752	-2.72628
1477010460314814	8.83263	-7.43426	-2.6529	2.24728	0.139369	radar	5.2068	8.83598	-7.68162	8.7	-7.55	0.908615	-1.81723
1477010460369844	8.88496	-7.57936	-2.64977	2.21973	0.105467	lidar	1.07154	8.76769	-7.64094	8.75	-7.65	0.908607	-1.81721
1477010460424744	8.9845	-7.70415	-2.69442	2.23218	0.11689	radar	3.35276	8.77916	-7.72457	8.85	-7.8	1.8215	-2.73224
1477010460479645	9.04077	-7.85746	-2.70016	2.2031	0.0829365	lidar	0.992734	8.95669	-7.95155	8.95	-7.95	1.82148	-2.73221
1477010460529694	9.12718	-7.98032	-2.72873	2.20639	0.0845519	radar	1.15332	9.1081	-8.22433	9	-8.1	0.999025	-2.99707
1477010460579744	9.16509	-8.13305	-2.73546	2.16791	0.0437463	lidar	1.49099	9.05476	-8.24211	9.05	-8.25	0.999015	-2.99704
1477010460634793	9.20587	-8.25609	-2.65834	2.13708	0.0017996	radar	8.87765	9.13825	-8.4037	9.1	-8.35	0.908285	-1.81657
1477010460689843	9.2481	-8.40479	-2.65728	2.10635	-0.0276821	lidar	0.8308	9.14025	-8.44981	9.15	-8.45	0.908268	-1.81655
1477010460744781	9.32013	-8.53401	-2.66287	2.10284	-0.0287046	radar	0.147012	9.22081	-8.59155	9.2	-8.6	0.91012	-2.73036
1477010460799720	9.35515	-8.69141	-2.66733	2.06624	-0.0618937	lidar	0.980276	9.25031	-8.76071	9.25	-8.75	0.910112	-2.73033
1477010460854694	9.42104	-8.8251	-2.67282	2.05977	-0.0639367	radar	0.186996	9.30208	-8.90831	9.3	-8.9	0.909524	-2.72856
1477010460909668	9.45055	-8.98405	-2.67763	2.02216	-0.0960833	lidar	0.936711	9.34431	-9.04587	9.35	-9.05	0.909524	-2.72856
1477010460959714	9.51806	-9.11034	-2.70363	2.02559	-0.0832795	radar	1.14279	9.39993	-9.18842	9.4	-9.2	0.999066	-2.99725
1477010461009760	9.5379	-9.26883	-2.71754	1.98448	-0.117755	lidar	1.18595	9.4452	-9.37195	9.45	-9.35	0.999075	-2.99724
1477010461064723	9.59544	-9.40862	-2.7228	1.97688	-0.117689	radar	0.144859	9.48751	-9.46421	9.5	-9.5	0.909706	-2.7291
1477010461119686	9.62324	-9.57329	-2.73411	1.94246	-0.143679	lidar	0.668501	9.55098	-9.64789	9.55	-9.65	0.909706	-2.7291
1477010461169662	9.67852	-9.7041	-2.7506	1.94179	-0.133538	radar	0.568744	9.57122	-9.75525	9.6	-9.8	1.00048	-3.00143
1477010461219639	9.69674	-9.86004	-2.76419	1.90712	-0.159425	lidar	0.730874	9.62408	-9.94149	9.65	-9.95	1.00046	-3.00141
1477010461269700	9.72555	-9.98887	-2.7464	1.88579	-0.176233	radar	0.606488	9.61433	-9.96417	9.7	-10.05	0.998785	-1.99755
1477010461319762	9.7604	-10.1266	-2.75069	1.8705	-0.182167	lidar	0.0464415	9.7457	-10.1502	9.75	-10.15	0.998775	-1.99754
1477010461374737	9.76881	-10.2687	-2.70619	1.82606	-0.228028	radar	4.53244	9.77731	-10.3295	9.75	-10.3	0	-2.72851
1477010461429713	9.79354	-10.4221	-2.71174	1.80358	-0.23715	lidar	0.0961161	9.76557	-10.4501	9.75	-10.45	0	-2.72849
1477010461484718	9.84504	-10.5733	-2.73546	1.80626	-0.216034	radar	1.01537	9.89592	-10.7137	9.8	-10.6	0.909012	-2.72704
1477010461539723	9.87012	-10.7275	-2.74102	1.78674	-0.222951	lidar	0.0644302	9.85066	-10.7537	9.85	-10.75	0.909012	-2.72703
1477010461589670	9.87829	-10.8605	-2.72051	1.75549	-0.249409	radar	1.20398	9.84397	-10.9287	9.85	-10.9	0	-3.00318
1477010461639618	9.88809	-11.0067	-2.73022	1.73119	-0.260064	lidar	0.176015	9.85693	-11.0512	9.85	-11.05	0	-3.00316
1477010461689616	9.90403	-11.1388	-2.72807	1.71656	-0.260841	radar	0.367616	9.74773	-11.0482	9.85	-11.2	0	-3.00013
1477010461739614	9.89967	-11.2923	-2.74295	1.68506	-0.277408	lidar	0.431111	9.84407	-11.3565	9.85	-11.35	0	-3.00012
1477010461789682	9.91997	-11.4313	-2.75384	1.67887	-0.265495	radar	0.439226	9.79495	-11.4686	9.85	-11.5	0	-2.99592
1477010461839750	9.90759	-11.5865	-2.76909	1.64568	-0.283342	lidar	0.495968	9.83943	-11.6467	9.85	-11.65	0	-2.99592
1477010461894772	9.8389	-11.7244	-2.69717	1.54898	-0.392905	radar	16.485	9.76634	-11.6976	9.8	-11.75	-0.908731	-1.81746
1477010461949794	9.81473	-11.8735	-2.69665	1.5149	-0.404477	lidar	0.277935	9.74774	-11.8511	9.75	-11.85	-0.908731	-1.81746
1477010462004764	9.77893	-12.0206	-2.68139	1.464	-0.44322	radar	1.75948	9.7856	-12.1262	9.7	-12	-0.909591	-2.72875
1477010462059735	9.7347	-12.1689	-2.68336	1.42231	-0.459054	lidar	0.487424	9.64482	-12.1455	9.65	-12.15	-0.909582	-2.72873
1477010462114747	9.69147	-12.3109	-2.67401	1.37792	-0.483666	radar	0.59015	9.57233	-12.2948	9.6	-12.3	-0.908879	-2.72667
1477010462169760	9.63517	-12.4598	-2.68128	1.33435	-0.498694	lidar	0.406643	9.55167	-12.4583	9.55	-12.45	-0.908879	-2.72665
1477010462224703	9.51904	-12.5831	-2.64235	1.22086	-0.613982	radar	11.4902	9.37132	-12.4833	9.45	-12.55	-1.82006	-1.82006
1477010462279647	9.44416	-12.7117	-2.63876	1.17256	-0.627437	lidar	0.596469	9.359	-12.6499	9.35	-12.65	-1.82005	-1.82005
1477010462329639	9.28725	-12.8052	-2.6078	1.0234	-0.786552	radar	19.5837	9.16109	-12.6848	9.2	-12.75	-3.00047	-2.00033
1477010462379631	9.17747	-12.9081	-2.61109	0.95883	-0.808847	lidar	1.52578	9.028	-12.8337	9.05	-12.85	-3.00048	-2.00033
1477010462434714	9.01605	-12.9987	-2.60592	0.825951	-0.927106	radar	9.81693	8.85918	-12.7953	8.95	-12.9	-1.81543	-0.907707
1477010462489798	8.90307	-13.0833	-2.59263	0.763948	-0.938232	lidar	0.87732	8.84257	-12.9684	8.85	-12.95	-1.81542	-0.907708
1477010462544716	8.77146	-13.1657	-2.59388	0.681347	-0.978955	radar	1.34209	8.66865	-13.0114	8.7	-13.05	-2.73134	-1.82089
1477010462599634	8.63855	-13.2375	-2.59035	0.612545	-0.992641	lidar	0.845125	8.55319	-13.1445	8.55	-13.15	-2.73135	-1.82089
1477010462649687	8.42301	-13.2513	-2.62284	0.420301	-1.18584	radar	26.346	8.27267	-12.996	8.4	-13.15	-2.99683	0
1477010462699741	8.2951	-13.279	-2.60756	0.349837	-1.19771	lidar	0.947675	8.25965	-13.1488	8.25	-13.15	-2.9968	0
1477010462754745	8.16278	-13.3193	-2.59591	0.291362	-1.18452	radar	1.18085	8.04571	-13.0646	8.1	-13.2	-2.72707	-0.909028
1477010462809750	8.01376	-13.34	-2.59251	0.214383	-1.19541	lidar	0.579993	7.95841	-13.2508	7.95	-13.25	-2.72705	-0.90902
1477010462864705	7.85865	-13.3551	-2.60974	0.12471	-1.22921	radar	1.08778	7.86599	-13.4154	7.8	-13.25	-2.7295	0
1477010462919660	7.70141	-13.3496	-2.6109	0.042419	-1.24197	lidar	0.842939	7.62489	-13.249	7.65	-13.25	-2.7295	0
1477010462969661	7.56799	-13.3474	-2.61278	-0.0236259	-1.24634	radar	0.077986	7.50783	-13.2944	7.5	-13.25	-2.99994	0
1477010463019662	7.42329	-13.326	-2.6196	-0.0978577	-1.25559	lidar	0.671238	7.3419	-13.2474	7.35	-13.25	-2.99994	0
1477010463074668	7.26112	-13.2815	-2.65253	-0.203101	-1.30467	radar	2.63956	7.19781	-13.1973	7.2	-13.2	-2.72698	0.908995
1477010463129675	7.10984	-13.2333	-2.65797	-0.284903	-1.31263	lidar	0.468231	7.04935	-13.1606	7.05	-13.15	-2.72695	0.908987
1477010463184664	6.97188	-13.1874	-2.64755	-0.351822	-1.30196	radar	0.848824	6.79473	-13.0433	6.85	-13.15	-3.63709	0
