time_stamp	px_state	py_state	v_state	yaw_angle_state	yaw_rate_state	sensor_type	NIS	px_measured	py_measured	px_ground_truth	py_ground_truth	vx_ground_truth	vy_ground_truth
1477010463239653	6.80691	-13.142	-2.68279	-0.418145	-1.29115	lidar	1.31047	6.65123	-13.1604	6.65	-13.15	-3.63709	0
1477010463289643	6.68057	-13.0836	-2.69576	-0.485549	-1.29613	radar	0.323106	6.54114	-13.2079	6.5	-13.1	-3.0006	1.00018
1477010463339633	6.52885	-13.0279	-2.73466	-0.540701	-1.28082	lidar	1.65545	6.35317	-13.0396	6.35	-13.05	-3.0006	1.00019
1477010463394660	6.43189	-13.012	-2.60525	-0.536848	-1.17561	radar	24.1867	6.27012	-13.1139	6.25	-13.05	-1.81729	0
1477010463449687	6.27816	-12.9626	-2.63768	-0.577782	-1.14878	lidar	1.41105	6.14459	-13.0471	6.15	-13.05	-1.81729	0
1477010463504660	6.1505	-12.87	-2.66703	-0.65169	-1.16488	radar	1.05154	5.99498	-12.9442	6	-12.95	-2.72861	1.81906
1477010463559633	6.00233	-12.798	-2.69831	-0.69419	-1.14069	lidar	1.1869	5.86379	-12.8408	5.85	-12.85	-2.72861	1.81907
1477010463609635	5.90094	-12.7279	-2.67346	-0.733651	-1.11777	radar	1.30098	5.73761	-12.8672	5.7	-12.8	-2.99988	0.999964
1477010463659638	5.75015	-12.6703	-2.71513	-0.751618	-1.07736	lidar	2.63089	5.55118	-12.7486	5.55	-12.75	-2.99985	0.999954
1477010463709638	5.65655	-12.6117	-2.65144	-0.772129	-1.0318	radar	6.3105	5.45236	-12.7392	5.45	-12.7	-2.00001	1
1477010463759639	5.51568	-12.5516	-2.68151	-0.785915	-0.993273	lidar	1.98934	5.35556	-12.6423	5.35	-12.65	-1.99998	0.999994
1477010463809706	5.41748	-12.4583	-2.68631	-0.831563	-0.989529	radar	0.207874	5.26451	-12.5511	5.25	-12.55	-1.99732	1.99733
1477010463859774	5.28543	-12.3823	-2.71245	-0.849154	-0.957097	lidar	1.44528	5.13769	-12.4355	5.15	-12.45	-1.9973	1.9973
1477010463914701	5.18733	-12.2871	-2.69471	-0.888195	-0.942522	radar	1.11873	5.1317	-12.5744	5.05	-12.35	-1.8206	1.82059
1477010463969629	5.0592	-12.1929	-2.71278	-0.911233	-0.914049	lidar	0.946837	4.94432	-12.2438	4.95	-12.25	-1.82058	1.82058
1477010464019634	4.96528	-12.0568	-2.79166	-0.975029	-0.942688	radar	7.88397	4.89215	-12.1623	4.85	-12.1	-1.9998	2.99969
1477010464069639	4.85748	-11.9517	-2.80917	-1.00082	-0.921123	lidar	0.667874	4.75047	-11.9578	4.75	-11.95	-1.9998	2.9997
1477010464119638	4.78639	-11.8448	-2.77314	-1.03778	-0.907706	radar	2.30177	4.6421	-11.7788	4.7	-11.85	-1.00002	2.00003
1477010464169638	4.69889	-11.7337	-2.78048	-1.06865	-0.89338	lidar	0.229618	4.63967	-11.7513	4.65	-11.75	-1.00001	2.00002
1477010464219690	4.62251	-11.5974	-2.82776	-1.1157	-0.898956	radar	2.72308	4.58347	-11.632	4.6	-11.6	-0.998955	2.99688
1477010464269742	4.56471	-11.4672	-2.82853	-1.16232	-0.900431	lidar	0.00514559	4.56619	-11.4576	4.55	-11.45	-0.99896	2.99689
1477010464319689	4.50036	-11.3229	-2.86847	-1.2072	-0.900794	radar	1.76673	4.46846	-11.2092	4.5	-11.3	-1.00106	3.00319
1477010464369636	4.45714	-11.1805	-2.87247	-1.25771	-0.905744	lidar	0.0783385	4.46017	-11.1425	4.45	-11.15	-1.00106	3.00319
1477010464424678	4.44842	-11.0494	-2.78341	-1.32446	-0.925049	radar	9.6639	4.43672	-11.0976	4.45	-11.05	0	1.8168
1477010464479720	4.41772	-10.9071	-2.77583	-1.37484	-0.925188	lidar	0.126128	4.43803	-10.9525	4.45	-10.95	0	1.81679
1477010464529697	4.39217	-10.7673	-2.78315	-1.42051	-0.923962	radar	0.0830774	4.40556	-10.7068	4.45	-10.8	0	3.00139
1477010464579674	4.3929	-10.6303	-2.7757	-1.47802	-0.935597	lidar	0.267158	4.45507	-10.6618	4.45	-10.65	0	3.00138
1477010464629664	4.438	-10.5046	-2.70126	-1.56887	-0.990505	radar	8.88225	4.44716	-10.5583	4.45	-10.55	0	2.00041
1477010464679655	4.44051	-10.3798	-2.6915	-1.61583	-0.988911	lidar	0.202904	4.45187	-10.4417	4.45	-10.45	0	2.00038
1477010464729676	4.45844	-10.2457	-2.68473	-1.67331	-0.998805	radar	0.163091	4.45602	-10.2142	4.5	-10.3	0.999584	2.99875
1477010464779698	4.49305	-10.1129	-2.68228	-1.73494	-1.01032	lidar	0.229757	4.55349	-10.1343	4.55	-10.15	0.999574	2.99871
1477010464834700	4.49862	-9.96641	-2.69847	-1.76703	-0.979993	radar	1.23198	4.56608	-10.005	4.55	-10	0	2.72717
1477010464889703	4.53733	-9.82385	-2.69654	-1.82473	-0.983822	lidar	0.0418392	4.55922	-9.84124	4.55	-9.85	0	2.72714
1477010464944669	4.59431	-9.68277	-2.69097	-1.89447	-1.00321	radar	0.327562	4.62339	-9.6559	4.65	-9.7	1.8193	2.72895
1477010464999636	4.66766	-9.54075	-2.69779	-1.9647	-1.01689	lidar	0.336741	4.7439	-9.53522	4.75	-9.55	1.81929	2.72894
1477010465049633	4.67319	-9.4037	-2.71817	-1.96105	-0.945155	radar	4.39439	4.74852	-9.27389	4.8	-9.4	1.00006	3.00019
1477010465099631	4.75312	-9.27233	-2.7324	-2.02433	-0.95871	lidar	0.528673	4.8446	-9.24095	4.85	-9.25	1.00005	3.00015
1477010465149630	4.87346	-9.16425	-2.72465	-2.13266	-1.03588	radar	4.41275	4.98605	-9.20516	4.95	-9.15	2.00004	2.00005
1477010465199629	4.9639	-9.04747	-2.73415	-2.19336	-1.04314	lidar	0.208872	5.02283	-9.03066	5.05	-9.05	2.00004	2.00004
1477010465249644	4.97844	-8.92144	-2.72825	-2.16511	-0.934733	radar	8.96456	5.12819	-8.95913	5.1	-8.9	0.999704	2.99911
1477010465299660	5.07364	-8.79875	-2.74809	-2.21923	-0.939285	lidar	0.491815	5.14109	-8.73073	5.15	-8.75	0.999689	2.99907
1477010465354651	5.19607	-8.69271	-2.75004	-2.30044	-0.976772	radar	1.25698	5.33883	-8.81618	5.25	-8.65	1.81848	1.81849
1477010465409643	5.31151	-8.58049	-2.75938	-2.36002	-0.981055	lidar	0.158527	5.36408	-8.56805	5.35	-8.55	1.81846	1.81846
1477010465459626	5.34482	-8.45402	-2.7425	-2.32685	-0.868503	radar	9.3638	5.38848	-8.31037	5.45	-8.4	2.00068	3.00103
1477010465509610	5.45808	-8.34082	-2.76885	-2.37428	-0.869169	lidar	0.763691	5.53874	-8.25196	5.55	-8.25	2.00066	3.00099
1477010465559622	5.562	-8.23992	-2.77731	-2.41765	-0.869354	radar	0.441248	5.56632	-8.04704	5.65	-8.15	1.99952	1.99953
1477010465609635	5.68112	-8.13531	-2.80067	-2.46221	-0.867811	lidar	0.589014	5.7459	-8.05196	5.75	-8.05	1.9995	1.9995
1477010465659638	5.74024	-8.01729	-2.77867	-2.43709	-0.770802	radar	7.67067	5.78426	-7.91676	5.8	-7.95	0.999944	1.99989
1477010465709641	5.84821	-7.92208	-2.78549	-2.4731	-0.767889	lidar	0.0869463	5.84978	-7.88144	5.85	-7.85	0.999939	1.99988
1477010465759698	5.93305	-7.81662	-2.77616	-2.47518	-0.71648	radar	2.29522	5.92249	-7.69769	5.95	-7.75	1.99772	1.99772
1477010465809756	6.04353	-7.71931	-2.78716	-2.50563	-0.710713	lidar	0.273996	6.04031	-7.64732	6.05	-7.65	1.99771	1.9977
1477010465864704	6.14548	-7.61188	-2.77602	-2.51147	-0.662613	radar	2.01166	6.16773	-7.55437	6.15	-7.55	1.8199	1.8199
1477010465919652	6.26563	-7.51272	-2.78115	-2.54129	-0.656391	lidar	0.226882	6.23866	-7.45306	6.25	-7.45	1.8199	1.81991
1477010465969718	6.38573	-7.43097	-2.79176	-2.57998	-0.668671	radar	1.2377	6.25322	-7.17734	6.4	-7.35	2.99605	1.99736
1477010466019784	6.51329	-7.33987	-2.81307	-2.60796	-0.662055	lidar	0.532924	6.55461	-7.24907	6.55	-7.25	2.99605	1.99736
1477010466074711	6.64751	-7.26134	-2.81431	-2.64235	-0.659163	radar	0.0237611	6.67172	-7.23041	6.65	-7.2	1.8206	0.910303
1477010466129638	6.77884	-7.18419	-2.81311	-2.67421	-0.65545	lidar	0.096003	6.74664	-7.15616	6.75	-7.15	1.8206	0.910298
1477010466179676	6.85729	-7.08286	-2.77086	-2.63996	-0.557095	radar	9.04777	6.79888	-6.99594	6.85	-7.05	1.99848	1.99848
1477010466229715	6.97616	-7.00795	-2.77416	-2.66206	-0.551752	lidar	0.145694	6.95342	-6.96092	6.95	-6.95	1.99846	1.99846
1477010466284723	7.10941	-6.93482	-2.77124	-2.6846	-0.539283	radar	0.220366	7.17955	-6.9446	7.1	-6.85	2.72688	1.81792
1477010466339731	7.24858	-6.84297	-2.78934	-2.70138	-0.526467	lidar	0.745705	7.24929	-6.7261	7.25	-6.75	2.72688	1.81792
1477010466394730	7.34489	-6.73614	-2.7452	-2.6607	-0.42154	radar	10.9007	7.42782	-6.72337	7.35	-6.65	1.81821	1.81821
1477010466449729	7.47807	-6.64512	-2.75749	-2.67191	-0.410001	lidar	0.524112	7.46332	-6.54842	7.45	-6.55	1.81821	1.81821
1477010466504757	7.59772	-6.56085	-2.74314	-2.67001	-0.374556	radar	1.17439	7.54452	-6.5069	7.55	-6.5	1.81726	0.908632
1477010466559785	7.72113	-6.48881	-2.73462	-2.68539	-0.370392	lidar	0.267368	7.65373	-6.46481	7.65	-6.45	1.81726	0.908632
1477010466614740	7.86771	-6.43665	-2.74572	-2.72438	-0.398078	radar	0.730631	7.8635	-6.45394	7.8	-6.4	2.72951	0.909839
1477010466669696	7.99676	-6.37122	-2.73973	-2.74112	-0.393794	lidar	0.196284	7.94162	-6.34466	7.95	-6.35	2.72948	0.909826
1477010466719684	8.07833	-6.27411	-2.69294	-2.69639	-0.3008	radar	8.95007	7.89525	-6.11857	8.05	-6.25	2.00047	2.00048
1477010466769672	8.18962	-6.20325	-2.69013	-2.70182	-0.292348	lidar	0.417805	8.12355	-6.14389	8.15	-6.15	2.00048	2.00048
1477010466824677	8.31322	-6.12614	-2.6804	-2.69816	-0.263956	radar	0.78703	8.31423	-6.05705	8.3	-6.05	2.72702	1.81801
1477010466879683	8.44864	-6.04489	-2.6925	-2.70272	-0.254434	lidar	0.302061	8.45315	-5.97158	8.45	-5.95	2.727	1.818
1477010466929651	8.55424	-5.96838	-2.67603	-2.68749	-0.213984	radar	1.61734	8.53167	-5.90349	8.55	-5.9	2.00127	1.00064
1477010466979619	8.67066	-5.89517	-2.68033	-2.68901	-0.205566	lidar	0.249396	8.64207	-5.83392	8.65	-5.85	2.00128	1.00064
1477010467029625	8.79892	-5.84076	-2.68894	-2.70654	-0.216107	radar	0.211663	8.88764	-5.82241	8.8	-5.75	2.99963	1.99976
1477010467079632	8.92561	-5.75612	-2.70867	-2.70237	-0.20192	lidar	0.702784	8.94256	-5.64534	8.95	-5.65	2.99961	1.99974
1477010467129707	9.02852	-5.66928	-2.68515	-2.66814	-0.135635	radar	5.24285	9.21669	-5.64514	9.05	-5.55	1.99699	1.997
1477010467179782	9.15059	-5.57646	-2.70449	-2.65754	-0.119335	lidar	0.859288	9.15342	-5.45253	9.15	-5.45	1.997	1.99701
1477010467234830	9.2527	-5.46841	-2.67828	-2.61224	-0.0465723	radar	5.23333	9.16723	-5.29709	9.25	-5.35	1.8166	1.81659
1477010467289878	9.37681	-5.36131	-2.69331	-2.59572	-0.0289578	lidar	0.917898	9.34852	-5.23619	9.35	-5.25	1.8166	1.81659
1477010467344757	9.47681	-5.24991	-2.67325	-2.55163	0.0345526	radar	3.73843	9.39027	-5.1041	9.45	-5.15	1.8222	1.82219
1477010467399636	9.59119	-5.14293	-2.68083	-2.53399	0.048856	lidar	0.637202	9.54207	-5.04728	9.55	-5.05	1.82219	1.82219
1477010467449735	9.70305	-5.06919	-2.68352	-2.53792	0.0384461	radar	0.226617	9.62802	-5.02338	9.65	-5	1.99604	0.998028
1477010467499834	9.8047	-4.98276	-2.68133	-2.52833	0.045297	lidar	0.242785	9.75	-4.94288	9.75	-4.95	1.99605	0.998028
1477010467554811	9.89888	-4.87066	-2.66007	-2.48315	0.106853	radar	3.66268	9.88102	-4.86216	9.85	-4.85	1.81895	1.81894
1477010467609788	10.0042	-4.77731	-2.65324	-2.47268	0.111008	lidar	0.193674	9.94502	-4.76247	9.95	-4.75	1.81894	1.81894
1477010467664743	10.0892	-4.65599	-2.63328	-2.41904	0.179041	radar	4.25438	10.0747	-4.62454	10.05	-4.6	1.81966	2.72951
1477010467719699	10.1888	-4.53733	-2.64077	-2.39495	0.191695	lidar	0.529356	10.1384	-4.4533	10.15	-4.45	1.81965	2.72948
1477010467774672	10.281	-4.42372	-2.63515	-2.36521	0.217108	radar	0.670736	10.1743	-4.32841	10.25	-4.35	1.81908	1.81907
1477010467829645	10.3785	-4.30855	-2.64004	-2.34499	0.224389	lidar	0.179946	10.3492	-4.25956	10.35	-4.25	1.81908	1.81907
1477010467879630	10.4647	-4.20376	-2.63978	-2.31987	0.244553	radar	0.477602	10.56	-4.15868	10.45	-4.1	2.00061	3.0009
1477010467929615	10.554	-4.0765	-2.66236	-2.29294	0.257021	lidar	0.755701	10.5557	-3.96034	10.55	-3.95	2.0006	3.0009
1477010467979624	10.6631	-3.98786	-2.67663	-2.30773	0.216575	radar	1.66442	10.7738	-3.89129	10.65	-3.85	1.99963	1.99964
1477010468029634	10.7503	-3.85998	-2.69696	-2.28279	0.228473	lidar	0.702511	10.7394	-3.74821	10.75	-3.75	1.99962	1.99962
1477010468079642	10.7848	-3.71148	-2.67689	-2.19112	0.342989	radar	11.4641	10.7674	-3.58281	10.8	-3.6	0.999844	2.99952
1477010468129651	10.8607	-3.5687	-2.70347	-2.15861	0.355754	lidar	0.995203	10.8596	-3.4348	10.85	-3.45	0.999834	2.99949
1477010468179635	10.964	-3.4747	-2.71424	-2.18427	0.291334	radar	3.83206	10.9601	-3.36033	10.95	-3.35	2.00065	2.00064
1477010468229619	11.0421	-3.34147	-2.73356	-2.16073	0.298569	lidar	0.452594	11.0504	-3.25128	11.05	-3.25	2.00064	2.00064
1477010468279692	11.0768	-3.19626	-2.72497	-2.08836	0.379982	radar	5.68967	11.0282	-3.07488	11.1	-3.1	0.998546	2.99563
1477010468329766	11.1443	-3.05155	-2.74873	-2.05955	0.387739	lidar	0.644414	11.1569	-2.944	11.15	-2.95	0.998526	2.9956
1477010468384690	11.1479	-2.87133	-2.74188	-1.94493	0.521869	radar	14.8661	11.1386	-2.78926	11.15	-2.8	0	2.73104
1477010468439615	11.1913	-2.71479	-2.75073	-1.90623	0.530304	lidar	0.360164	11.141	-2.65084	11.15	-2.65	0	2.73102
1477010468494625	11.1995	-2.5481	-2.75182	-1.82571	0.60344	radar	4.1437	11.1042	-2.54354	11.15	-2.55	0	1.81785
1477010468549635	11.2225	-2.4115	-2.73461	-1.78972	0.606877	lidar	0.398619	11.1497	-2.45904	11.15	-2.45	0	1.81785
1477010468599702	11.3128	-2.31289	-2.72107	-1.84804	0.475827	radar	14.7659	11.1658	-2.25651	11.25	-2.25	1.99733	3.99465
1477010468649769	11.3493	-2.15784	-2.74584	-1.81816	0.479509	lidar	0.615909	11.3591	-2.05184	11.35	-2.05	1.99733	3.99465
1477010468704758	11.3611	-1.99984	-2.74842	-1.76382	0.518978	radar	1.28565	11.3117	-1.92025	11.35	-1.95	0	1.81854
1477010468759748	11.3821	-1.85383	-2.74324	-1.73289	0.521377	lidar	0.0612431	11.3504	-1.8663	11.35	-1.85	0	1.81853
1477010468814741	11.3965	-1.70194	-2.74437	-1.69407	0.536514	radar	0.200946	11.4185	-1.70062	11.35	-1.7	0	2.72762
1477010468869734	11.4038	-1.54812	-2.74541	-1.65899	0.541304	lidar	0.131332	11.3568	-1.53205	11.35	-1.55	0	2.72762
1477010468924749	11.3447	-1.37961	-2.75334	-1.54791	0.659461	radar	10.9872	11.2541	-1.38373	11.3	-1.4	-0.908846	2.72653
1477010468979764	11.3231	-1.23062	-2.74661	-1.50358	0.66689	lidar	0.347812	11.2429	-1.24238	11.25	-1.25	-0.908846	2.72653
1477010469034705	11.2248	-1.06118	-2.7714	-1.36929	0.808634	radar	15.8744	11.0754	-1.08747	11.15	-1.1	-1.82014	2.73021
1477010469089646	11.1688	-0.915285	-2.76479	-1.31267	0.819747	lidar	0.702299	11.0544	-0.927069	11.05	-0.949999	-1.82013	2.73021
1477010469139628	11.0969	-0.77698	-2.77914	-1.23595	0.870041	radar	2.26097	10.9247	-0.791254	11	-0.799999	-1.00036	3.00107
1477010469189611	11.0317	-0.646112	-2.77894	-1.18298	0.87828	lidar	0.414084	10.9434	-0.640459	10.95	-0.65	-1.00035	3.00104
1477010469239610	10.9126	-0.509626	-2.81983	-1.0687	0.979384	radar	9.4398	10.7146	-0.485949	10.85	-0.5	-2.00003	3.00006
1477010469289610	10.8272	-0.384167	-2.82479	-1.01165	0.985885	lidar	0.361846	10.7471	-0.362528	10.75	-0.35	-2.00002	3.00003
1477010469344622	10.7321	-0.256408	-2.82955	-0.947524	0.999924	radar	0.214962	10.6895	-0.304531	10.65	-0.3	-1.81779	0.908892
1477010469399634	10.622	-0.157455	-2.80505	-0.879505	1.01443	lidar	0.953357	10.547	-0.266677	10.55	-0.25	-1.81778	0.908893
1477010469449624	10.4773	-0.0558366	-2.85963	-0.767124	1.10554	radar	9.95825	10.5032	-0.154501	10.4	-0.15	-3.00061	2.00041
1477010469499614	10.3516	0.0226257	-2.84713	-0.696325	1.1211	lidar	0.839368	10.2485	-0.0475524	10.25	-0.0499992	-3.0006	2.00041
1477010469549703	10.2509	0.101551	-2.8151	-0.652702	1.10042	radar	1.65279	10.1407	-0.0721585	10.15	-0.0499992	-1.99645	0
1477010469599792	10.1162	0.138541	-2.77861	-0.571544	1.12929	lidar	2.39374	10.0313	-0.0518611	10.05	-0.0499992	-1.99644	0
1477010469654702	9.97822	0.206524	-2.78579	-0.496261	1.14917	radar	1.20296	10.0898	-0.00166396	9.9	9.49949e-07	-2.73175	0.910584
1477010469709612	9.8224	0.228141	-2.75452	-0.403705	1.1811	lidar	2.16268	9.74695	0.0464954	9.75	0.0500011	-2.73174	0.910584
1477010469759688	9.66849	0.267577	-2.78952	-0.319496	1.21397	radar	2.89681	9.50401	0.0833188	9.6	0.100001	-2.99544	0.998471
1477010469809764	9.52028	0.273443	-2.77296	-0.23508	1.2388	lidar	1.08147	9.45825	0.149456	9.45	0.15	-2.99545	0.998471
1477010469864720	9.39186	0.283643	-2.6903	-0.173301	1.2236	radar	7.56863	9.22819	0.16178	9.35	0.15	-1.81963	0
1477010469919677	9.24167	0.268704	-2.67085	-0.0835529	1.24823	lidar	0.941621	9.24456	0.139817	9.25	0.15	-1.81962	0
1477010469969667	9.09812	0.276659	-2.69972	-0.0167534	1.25432	radar	1.02145	9.0729	0.205961	9.1	0.2	-3.00059	1.0002
1477010470019657	8.96293	0.269459	-2.69772	0.04955	1.25814	lidar	0.0195806	8.96281	0.250937	8.95	0.25	-3.0006	1.0002
1477010470069658	8.82335	0.264792	-2.71863	0.109501	1.2553	radar	0.495965	8.84168	0.257617	8.8	0.25	-2.99995	0
1477010470119659	8.68497	0.245162	-2.72262	0.173532	1.25597	lidar	0.0424469	8.65606	0.24536	8.65	0.25	-2.99994	0
1477010470169772	8.54343	0.226158	-2.74304	0.230552	1.24863	radar	0.47063	8.43549	0.247188	8.5	0.25	-2.99323	0
1477010470219886	8.40311	0.203611	-2.75299	0.284622	1.23868	lidar	0.314355	8.34184	0.250769	8.35	0.25	-2.9932	0
1477010470274784	8.26049	0.164392	-2.75274	0.346669	1.23272	radar	0.114214	8.27073	0.243988	8.2	0.25	-2.73233	0
1477010470329682	8.11087	0.143385	-2.76106	0.388764	1.20583	lidar	1.05877	8.03847	0.260731	8.05	0.25	-2.73234	0
1477010470379643	7.97426	0.11673	-2.78557	0.422081	1.17464	radar	1.4361	7.98053	0.204587	7.9	0.2	-3.00234	-1.00078
1477010470429605	7.83486	0.0773587	-2.7964	0.464548	1.15695	lidar	0.821429	7.73327	0.149199	7.75	0.15	-3.00231	-1.00077
1477010470479672	7.6813	0.0608894	-2.84328	0.472226	1.09591	radar	5.30888	7.46173	0.143776	7.6	0.15	-2.99599	0
1477010470529740	7.54303	0.02771	-2.84517	0.500793	1.06927	lidar	1.24739	7.45455	0.149294	7.45	0.15	-2.99596	0
1477010470584745	7.42875	-0.067243	-2.80622	0.585106	1.10549	radar	4.07429	7.37986	0.0951006	7.35	0.100001	-1.81801	-0.908998
1477010470639750	7.29629	-0.109821	-2.79082	0.613131	1.07425	lidar	1.59457	7.26713	0.055036	7.25	0.0500011	-1.81801	-0.908998
1477010470694797	7.15295	-0.148537	-2.80475	0.618129	1.0082	radar	4.53913	7.32548	-0.0461763	7.1	-0.0499995	-2.72495	-1.81664
1477010470749845	7.01554	-0.217357	-2.80469	0.654795	0.98956	lidar	0.773022	6.93127	-0.133333	6.95	-0.15	-2.72492	-1.81662
1477010470804752	6.95157	-0.372189	-2.75187	0.78754	1.09507	radar	12.9787	7.09668	-0.264116	6.9	-0.25	-0.910634	-1.82126
1477010470859660	6.84656	-0.454118	-2.73422	0.83006	1.07933	lidar	0.689503	6.84796	-0.34284	6.85	-0.35	-0.910622	-1.82124
1477010470909720	6.69014	-0.459532	-2.75194	0.763502	0.919858	radar	19.5073	6.64638	-0.45061	6.7	-0.45	-2.99641	-1.99759
1477010470959781	6.58657	-0.552695	-2.75432	0.80507	0.915363	lidar	0.0926459	6.54772	-0.536719	6.55	-0.549999	-2.99637	-1.99757
1477010471014729	6.52153	-0.711016	-2.7435	0.916982	0.99857	radar	5.98462	6.50462	-0.718	6.5	-0.7	-0.909955	-2.72986
1477010471069677	6.43659	-0.836547	-2.74392	0.974883	1.00144	lidar	0.029431	6.45451	-0.851695	6.45	-0.85	-0.909955	-2.72986
1477010471119716	6.39313	-0.990512	-2.74822	1.07693	1.07242	radar	3.55266	6.42547	-0.999512	6.4	-1	-0.999224	-2.99766
1477010471169756	6.33525	-1.12138	-2.75301	1.13599	1.07706	lidar	0.111331	6.3554	-1.1624	6.35	-1.15	-0.99921	-2.99763
1477010471224778	6.26915	-1.26206	-2.7592	1.1922	1.07262	radar	0.220337	6.14523	-1.27904	6.3	-1.3	-0.908722	-2.72618
1477010471279801	6.21955	-1.41212	-2.76543	1.25518	1.07565	lidar	0.0970927	6.2299	-1.45381	6.25	-1.45	-0.908718	-2.72616
1477010471334717	6.25457	-1.63296	-2.81239	1.43403	1.24466	radar	20.1532	6.37158	-1.60661	6.3	-1.6	0.910485	-2.73144
1477010471389633	6.25516	-1.78172	-2.7984	1.5092	1.25254	lidar	0.468939	6.34473	-1.75136	6.35	-1.75	0.910481	-2.73144
1477010471439714	6.25824	-1.92078	-2.79563	1.57787	1.26114	radar	0.169401	6.34	-1.88987	6.35	-1.9	0	-2.99515
1477010471489795	6.27866	-2.05744	-2.78575	1.64859	1.26937	lidar	0.352727	6.35828	-2.03886	6.35	-2.05	0	-2.99515
1477010471544769	6.28883	-2.19668	-2.76174	1.70092	1.24207	radar	1.31588	6.45002	-2.23466	6.35	-2.2	0	-2.72856
1477010471599744	6.31811	-2.34532	-2.75936	1.77174	1.24476	lidar	0.0280194	6.34057	-2.34076	6.35	-2.35	0	-2.72854
1477010471654796	6.37087	-2.5036	-2.77992	1.85984	1.27133	radar	0.944938	6.4979	-2.56206	6.4	-2.5	0.908227	-2.7247
1477010471709849	6.42515	-2.64823	-2.77887	1.93327	1.27466	lidar	0.0407415	6.45265	-2.65056	6.45	-2.65	0.908223	-2.72467
1477010471764848	6.43691	-2.75848	-2.68628	1.94314	1.18511	radar	13.4445	6.46538	-2.81029	6.45	-2.8	0	-2.72732
1477010471819848	6.48732	-2.90114	-2.69455	2.00277	1.17852	lidar	0.128763	6.45762	-2.94003	6.45	-2.95	0	-2.7273
1477010471874849	6.54696	-3.0449	-2.71577	2.06568	1.17937	radar	0.808319	6.36717	-3.08903	6.5	-3.15	0.909078	-3.6363
1477010471929851	6.60276	-3.19973	-2.74278	2.11346	1.15883	lidar	1.23024	6.54349	-3.33906	6.55	-3.35	0.90907	-3.63626
1477010471984794	6.66406	-3.3332	-2.72771	2.15557	1.12878	radar	1.91522	6.6454	-3.53435	6.6	-3.5	0.910038	-2.7301
1477010472039737	6.72498	-3.49158	-2.76068	2.19207	1.0993	lidar	2.00258	6.65608	-3.67065	6.65	-3.65	0.910033	-2.7301
1477010472094797	6.7874	-3.61842	-2.72893	2.22378	1.06052	radar	3.36955	6.70981	-3.81998	6.7	-3.8	0.908095	-2.7243
1477010472149858	6.84635	-3.77732	-2.75962	2.24676	1.02192	lidar	2.43521	6.74422	-3.95901	6.75	-3.95	0.908091	-2.72428
1477010472204746	6.90351	-3.89571	-2.7055	2.26722	0.975395	radar	5.71794	6.72525	-4.05329	6.8	-4.1	0.910949	-2.73284
1477010472259634	6.95862	-4.05766	-2.73524	2.27662	0.92865	lidar	3.04113	6.83817	-4.25449	6.85	-4.25	0.910945	-2.73284
1477010472309642	7.00357	-4.15829	-2.65777	2.28446	0.877071	radar	9.44101	6.86491	-4.32753	6.9	-4.35	0.999834	-1.99968
1477010472359651	7.0559	-4.29893	-2.67781	2.29033	0.837723	lidar	2.04244	6.94879	-4.45387	6.95	-4.45	0.999829	-1.99966
1477010472409738	7.14636	-4.4215	-2.7245	2.32795	0.83844	radar	2.79934	6.99339	-4.57763	7.05	-4.6	1.99653	-2.99479
1477010472459825	7.21078	-4.56873	-2.7512	2.33083	0.797478	lidar	2.46959	7.14339	-4.76622	7.15	-4.75	1.99653	-2.99479
1477010472509776	7.2746	-4.66786	-2.69918	2.34572	0.766181	radar	4.45777	7.11889	-4.79341	7.2	-4.85	1.00098	-2.00196
1477010472559728	7.34008	-4.80281	-2.71474	2.34909	0.730531	lidar	1.59062	7.25883	-4.94719	7.25	-4.95	1.00097	-2.00194
1477010472614692	7.42075	-4.9148	-2.68216	2.36792	0.705457	radar	2.48769	7.28536	-5.09276	7.3	-5.1	0.90969	-2.72906
1477010472669657	7.47936	-5.07224	-2.69605	2.35445	0.65309	lidar	3.01041	7.33925	-5.24908	7.35	-5.25	0.909677	-2.72904
1477010472719663	7.58336	-5.19438	-2.76662	2.38412	0.656634	radar	7.20417	7.33914	-5.30864	7.45	-5.4	1.99976	-2.99964
1477010472769669	7.64436	-5.34833	-2.78623	2.36647	0.605824	lidar	2.9939	7.5499	-5.55354	7.55	-5.55	1.99976	-2.99964
1477010472819650	7.71213	-5.4475	-2.72937	2.37316	0.577432	radar	5.44608	7.59167	-5.64447	7.6	-5.65	1.00038	-2.00076
1477010472869632	7.76889	-5.58961	-2.73678	2.35659	0.532422	lidar	2.15216	7.64483	-5.73357	7.65	-5.75	1.00037	-2.00074
1477010472924680	7.87073	-5.71156	-2.76126	2.37647	0.525231	radar	1.66688	7.6402	-5.81769	7.75	-5.9	1.81659	-2.7249
1477010472979728	7.94021	-5.87296	-2.77485	2.35601	0.476328	lidar	2.45629	7.84396	-6.051	7.85	-6.05	1.81659	-2.7249
1477010473034718	8.01001	-5.97672	-2.69495	2.35792	0.446595	radar	8.99489	7.91394	-6.15143	7.9	-6.15	0.909251	-1.81851
1477010473089709	8.07186	-6.12918	-2.69948	2.33627	0.401422	lidar	1.93852	7.95018	-6.25957	7.95	-6.25	0.909247	-1.81849
